"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ghana","2000","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2001","133229",""
"Ghana","2000","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2001","1154352",""
"Gibraltar","2012","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2015","32194","22"
"Gibraltar","2012","Total","Both Sexes","Church of England","Census - de jure - complete tabulation","Final figure, complete","2015","2480","22"
"Gibraltar","2012","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2015","628","22"
"Gibraltar","2012","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2015","763","22"
"Gibraltar","2012","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2015","1166","22"
"Gibraltar","2012","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2015","23223","22"
"Gibraltar","2012","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2015","365","22"
"Gibraltar","2012","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2015","1232","22"
"Gibraltar","2012","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2015","2293","22"
"Gibraltar","2012","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2015","44","22"
"Gibraltar","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2004","27495",""
"Gibraltar","2001","Total","Both Sexes","Church of England","Census - de facto - complete tabulation","Final figure, complete","2004","1920",""
"Gibraltar","2001","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2004","491",""
"Gibraltar","2001","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2004","584",""
"Gibraltar","2001","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2004","1102",""
"Gibraltar","2001","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2004","21470",""
"Gibraltar","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2004","259",""
"Gibraltar","2001","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2004","883",""
"Gibraltar","2001","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2004","786",""
"Guinea","2014","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2016","10523261",""
"Guinea","2014","Total","Both Sexes","Animist","Census - de jure - complete tabulation","Final figure, complete","2016","167406",""
"Guinea","2014","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2016","711349",""
"Guinea","2014","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2016","9358718",""
"Guinea","2014","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2016","12873",""
"Guinea","2014","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2016","252786",""
"Guinea","2014","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2016","20129",""
"Guinea-Bissau","2009","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2015","1442227","23"
"Guinea-Bissau","2009","Total","Both Sexes","Animist","Census - de jure - complete tabulation","Final figure, complete","2015","215130","23"
"Guinea-Bissau","2009","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2015","318021","23"
"Guinea-Bissau","2009","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2015","650402","23"
"Guinea-Bissau","2009","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2015","414","23"
"Guinea-Bissau","2009","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2015","29542","23"
"Guinea-Bissau","2009","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2015","228718","23"
"Hungary","2011","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","9937628",""
"Hungary","2011","Total","Both Sexes","Adventist","Census - de facto - complete tabulation","Final figure, complete","2013","6213",""
"Hungary","2011","Total","Both Sexes","Atheist","Census - de facto - complete tabulation","Final figure, complete","2013","147386",""
"Hungary","2011","Total","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2013","18211",""
"Hungary","2011","Total","Both Sexes","Calvinist","Census - de facto - complete tabulation","Final figure, complete","2013","1153454",""
"Hungary","2011","Total","Both Sexes","Greek Catholic","Census - de facto - complete tabulation","Final figure, complete","2013","179176",""
"Hungary","2011","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2013","10965",""
"Hungary","2011","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2013","215093",""
"Hungary","2011","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2013","13710",""
"Hungary","2011","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2013","3691389",""
"Hungary","2011","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","84506",""
"Hungary","2011","Total","Both Sexes","Other Catholic","Census - de facto - complete tabulation","Final figure, complete","2013","1357",""
"Hungary","2011","Total","Both Sexes","Other Protestant","Census - de facto - complete tabulation","Final figure, complete","2013","58301",""
"Hungary","2011","Total","Both Sexes","Not Declared","Census - de facto - complete tabulation","Final figure, complete","2013","2698844",""
"Hungary","2011","Total","Both Sexes","None","Census - de facto - complete tabulation","Final figure, complete","2013","1659023",""
"Hungary","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2002","10198315",""
"Hungary","2001","Total","Both Sexes","Adventist","Census - de facto - complete tabulation","Final figure, complete","2002","5840",""
"Hungary","2001","Total","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2002","17705",""
"Hungary","2001","Total","Both Sexes","Calvinist","Census - de facto - complete tabulation","Final figure, complete","2002","1622796",""
"Hungary","2001","Total","Both Sexes","Greek Catholic","Census - de facto - complete tabulation","Final figure, complete","2002","268935",""
"Hungary","2001","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2002","12871",""
"Hungary","2001","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2002","304705",""
"Hungary","2001","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2002","15298",""
"Hungary","2001","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2002","5289521",""
"Hungary","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","14072",""
"Hungary","2001","Total","Both Sexes","Other Catholic","Census - de facto - complete tabulation","Final figure, complete","2002","24340",""
"Hungary","2001","Total","Both Sexes","Other Protestant","Census - de facto - complete tabulation","Final figure, complete","2002","34530",""
"Hungary","2001","Total","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2002","1034767",""
"Hungary","2001","Total","Both Sexes","Not Declared","Census - de facto - complete tabulation","Final figure, complete","2002","1483369",""
"Hungary","2001","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","69566",""
"India","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1028610328","24,25"
"India","2001","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","7955207","24,25"
"India","2001","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","24080016","24,25"
"India","2001","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","827578868","24,25"
"India","2001","Total","Both Sexes","Jains","Census - de facto - complete tabulation","Final figure, complete","2003","4225053","24,25"
"India","2001","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","138188240","24,25"
"India","2001","Total","Both Sexes","Sikh","Census - de facto - complete tabulation","Final figure, complete","2003","19215730","24,25"
"India","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","6639626","24,25"
"India","2001","Total","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","727588","24,25"
"Indonesia","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2015","237641326",""
"Indonesia","2010","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2015","1703254",""
"Indonesia","2010","Total","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2015","6907873",""
"Indonesia","2010","Total","Both Sexes","Confucian","Census - de jure - complete tabulation","Final figure, complete","2015","117091",""
"Indonesia","2010","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2015","4012116",""
